學年度,學校,系名,科系類型,錄取平均,原始總分
112,高雄大,金融管理學系,財務金融,41.91,230.5
112,高雄大,應用數學系,數學,34.35,197.5
112,高雄大,應用化學系,化學,34.25,137.0
112,高雄大,應用物理學系,物理,35.82,197.0
112,高雄大,生命科學系,生命科學,29.52,155.0
112,高雄大,電機工程學系,電機工程,37.92,246.5
112,高雄大,土木與環境工程學系,土木工程,32.0,224.0
112,高雄大,化學工程及材料工程學系,化學工程,38.46,230.75
112,高雄大,資訊工程學系,資訊工程,42.5,255.0
113,高雄大,西洋語文學系,,39.25,157.0
113,高雄大,運動健康與休閒學系,,32.75,131.0
113,高雄大,東亞語文學系日語組,日文,43.33,260.0
113,高雄大,東亞語文學系韓語組,,45.0,270.0
113,高雄大,東亞語文學系越語組,,42.67,256.0
113,高雄大,工藝與創意設計學系,,40.82,224.5
113,高雄大,建築學系,建築,42.6,213.0
113,高雄大,法律學系,法律,45.94,206.75
113,高雄大,政治法律學系,法律,45.33,238.0
113,高雄大,財經法律學系,法律,44.93,157.25
113,高雄大,應用經濟學系,經濟,38.08,247.5
113,高雄大,亞太工商管理學系企業管理組,企業管理,37.79,132.25
113,高雄大,亞太工商管理學系工業管理組,企業管理,34.57,121.0
113,高雄大,資訊管理學系,資訊管理,38.7,193.5
113,高雄大,財務金融學系,財務金融,40.73,224.0
113,高雄大,應用數學系,數學,36.43,209.5
113,高雄大,應用化學系,化學,39.75,159.0
113,高雄大,應用物理學系,物理,37.18,204.5
113,高雄大,生命科學系,生命科學,32.67,171.5
113,高雄大,電機工程學系,電機工程,39.77,258.5
113,高雄大,土木與環境工程學系,土木工程,34.57,242.0
113,高雄大,化學工程及材料工程學系,化學工程,40.04,240.25
113,高雄大,資訊工程學系,資訊工程,41.0,246.0
114,高雄大,西洋語文學系,,37.5,150.0
114,高雄大,運動健康與休閒學系,,34.0,136.0
114,高雄大,東亞語文學系日語組,日文,42.67,256.0
114,高雄大,東亞語文學系韓語組,,42.67,256.0
114,高雄大,東亞語文學系越語組,,33.0,198.0
114,高雄大,工藝與創意設計學系,,38.09,209.5
114,高雄大,建築學系,建築,39.15,254.5
114,高雄大,法律學系,法律,45.06,202.75
114,高雄大,政治法律學系,法律,44.63,212.0
114,高雄大,財經法律學系,法律,44.57,156.0
114,高雄大,應用經濟學系,經濟,41.46,269.5
114,高雄大,亞太工商管理學系企業管理組,企業管理,36.86,129.0
114,高雄大,亞太工商管理學系工業管理組,企業管理,33.14,116.0
114,高雄大,資訊管理學系,資訊管理,42.0,168.0
114,高雄大,財務金融學系,財務金融,43.2,216.0
114,高雄大,應用數學系,數學,37.11,167.0
114,高雄大,應用化學系,化學,41.0,164.0
114,高雄大,應用物理學系,物理,38.91,214.0
114,高雄大,生命科學系,生命科學,34.06,144.75
114,高雄大,電機工程學系,電機工程,41.08,267.0
114,高雄大,土木與環境工程學系,土木工程,35.43,248.0
114,高雄大,化學工程及材料工程學系,化學工程,42.13,252.75
114,高雄大,資訊工程學系,資訊工程,41.83,251.0
115,高雄大,西洋語文學系,,39.75,159.0
115,高雄大,運動健康與休閒學系,,35.0,140.0
115,高雄大,東亞語文學系日語組,日文,42.17,253.0
115,高雄大,東亞語文學系韓語組,,41.83,251.0
115,高雄大,東亞語文學系越語組,,39.33,236.0
115,高雄大,工藝與創意設計學系,,39.64,218.0
115,高雄大,建築學系,建築,35.92,233.5
115,高雄大,法律學系,法律,45.94,206.75
115,高雄大,政治法律學系,法律,44.63,212.0
115,高雄大,財經法律學系,法律,44.5,155.75
115,高雄大,應用經濟學系,經濟,38.36,211.0
115,高雄大,亞太工商管理學系企業管理組,企業管理,34.57,121.0
115,高雄大,亞太工商管理學系工業管理組,企業管理,34.86,122.0
115,高雄大,資訊管理學系,資訊管理,37.25,149.0
115,高雄大,財務金融學系,財務金融,41.4,207.0
115,高雄大,應用數學系,數學,35.44,159.5
115,高雄大,應用化學系,化學,40.0,160.0
115,高雄大,應用物理學系,物理,38.05,199.75
115,高雄大,生命科學系,生命科學,32.29,137.25
115,高雄大,電機工程學系,電機工程,39.46,256.5
115,高雄大,土木與環境工程學系,土木工程,33.43,234.0
115,高雄大,化學工程及材料工程學系,化學工程,41.67,250.0
115,高雄大,資訊工程學系,資訊工程,39.17,235.0
101,北醫,醫學系,醫學,87.63,525.8
101,北醫,牙醫學系,牙醫,86.45,518.7
101,北醫,藥學系,藥學,82.02,410.1
101,北醫,醫學檢驗暨生物技術學系,醫檢,78.66,511.3
101,北醫,護理學系,護理,73.2,457.48
101,北醫,保健營養學系,,75.81,606.5
101,北醫,公共衛生學系,公共衛生,73.57,478.2
101,北醫,醫務管理學系,,78.02,331.6
101,北醫,呼吸治療學系,,77.67,446.6
101,北醫,老人護理暨管理學系,護理,71.16,444.73
101,北醫,牙體技術學系,,77.28,386.4
101,北醫,口腔衛生學系,,72.01,396.08
102,北醫,醫學系,醫學,87.67,526.0
102,北醫,牙醫學系,牙醫,86.02,516.1
102,北醫,藥學系藥學組,藥學,82.88,414.4
102,北醫,藥學系臨床藥學組,藥學,84.4,422.0
102,北醫,醫學檢驗暨生物技術學系,醫檢,79.51,516.8
102,北醫,護理學系,護理,72.72,454.5
102,北醫,保健營養學系,,76.33,610.6
102,北醫,公共衛生學系,公共衛生,73.92,480.45
102,北醫,醫務管理學系,,77.91,331.1
102,北醫,呼吸治療學系,,76.01,437.08
102,北醫,高齡健康管理學系,,71.04,444.0
102,北醫,牙體技術學系,,77.8,389.0
102,北醫,口腔衛生學系,,72.12,396.68
103,北醫,醫學系,醫學,85.92,515.5
103,北醫,牙醫學系,牙醫,84.15,504.9
103,北醫,藥學系藥學組,藥學,80.66,403.3
103,北醫,藥學系臨床藥學組,藥學,82.58,412.9
103,北醫,醫學檢驗暨生物技術學系,醫檢,77.35,502.75
103,北醫,護理學系,護理,72.84,455.25
103,北醫,保健營養學系,,74.59,596.7
103,北醫,公共衛生學系,公共衛生,72.38,470.45
103,北醫,醫務管理學系,,78.31,332.8
103,北醫,呼吸治療學系,,73.68,423.65
103,北醫,高齡健康管理學系,,68.85,430.3
103,北醫,牙體技術學系,,77.66,388.3
103,北醫,口腔衛生學系,,70.45,387.45
104,北醫,醫學系,醫學,87.56,437.8
104,北醫,牙醫學系,牙醫,85.34,426.7
104,北醫,藥學系藥學組,藥學,77.62,388.1
104,北醫,藥學系臨床藥學組,藥學,79.42,397.1
104,北醫,醫學檢驗暨生物技術學系,醫檢,72.92,473.95
104,北醫,護理學系,護理,67.41,421.33
104,北醫,保健營養學系,,71.5,572.0
104,北醫,公共衛生學系,公共衛生,67.82,440.85
104,北醫,醫務管理學系,,67.19,285.55
104,北醫,呼吸治療學系,,69.33,398.65
104,北醫,高齡健康管理學系,,64.88,405.5
104,北醫,牙體技術學系,,73.36,366.8
104,北醫,口腔衛生學系,,65.54,360.45
105,北醫,醫學系,醫學,89.3,446.5
105,北醫,牙醫學系,牙醫,86.68,433.4
105,北醫,藥學系藥學組,藥學,79.8,458.83
105,北醫,藥學系臨床藥學組,藥學,81.38,467.95
105,北醫,醫學檢驗暨生物技術學系,醫檢,74.18,482.15
105,北醫,護理學系,護理,69.42,433.9
105,北醫,保健營養學系,,71.65,573.2
105,北醫,公共衛生學系,公共衛生,68.08,442.5
105,北醫,醫務管理學系,,72.19,306.8
105,北醫,呼吸治療學系,,70.78,406.98
105,北醫,高齡健康管理學系,,65.95,412.2
105,北醫,牙體技術學系,,73.92,443.5
105,北醫,口腔衛生學系,,67.03,368.65
105,北醫,生物醫學工程學系,生醫工程,77.68,427.25
106,北醫,醫學系,醫學,88.04,440.2
106,北醫,牙醫學系,牙醫,85.16,425.8
106,北醫,藥學系藥學組,藥學,77.6,446.2
106,北醫,藥學系臨床藥學組,藥學,79.3,455.98
106,北醫,醫學檢驗暨生物技術學系,醫檢,71.6,465.4
106,北醫,護理學系,護理,68.11,425.7
106,北醫,保健營養學系,,70.49,563.9
106,北醫,公共衛生學系,公共衛生,67.67,439.85
106,北醫,醫務管理學系,,72.73,309.1
106,北醫,呼吸治療學系,,70.72,406.65
106,北醫,高齡健康管理學系,,64.9,405.65
106,北醫,牙體技術學系,,72.67,436.03
106,北醫,口腔衛生學系,,66.21,364.18
106,北醫,生物醫學工程學系,生醫工程,77.46,426.05
106,北醫,食品安全學系,,69.17,518.75
107,北醫,醫學系(自費),醫學,88.02,440.1
107,北醫,醫學系(公費),醫學,85.16,425.8
107,北醫,牙醫學系,牙醫,85.66,428.3
107,北醫,藥學系藥學組,藥學,81.27,446.98
107,北醫,藥學系臨床藥學組,藥學,82.9,455.93
107,北醫,醫學檢驗暨生物技術學系,醫檢,72.9,473.88
107,北醫,護理學系,護理,68.39,427.43
107,北醫,保健營養學系,,71.11,568.9
107,北醫,公共衛生學系,公共衛生,66.83,434.38
107,北醫,醫務管理學系,,75.29,282.35
107,北醫,呼吸治療學系,,67.81,389.89
107,北醫,高齡健康管理學系,,65.36,408.5
107,北醫,牙體技術學系,,71.28,427.68
107,北醫,口腔衛生學系,,67.47,371.06
107,北醫,生物醫學工程學系,生醫工程,74.28,408.55
107,北醫,食品安全學系,,67.99,509.93
108,北醫,醫學系(自費),醫學,86.99,434.95
108,北醫,醫學系(公費),醫學,85.01,425.05
108,北醫,牙醫學系,牙醫,85.13,425.65
108,北醫,藥學系藥學組,藥學,81.66,449.15
108,北醫,藥學系臨床藥學組,藥學,82.55,454.05
108,北醫,醫學檢驗暨生物技術學系,醫檢,77.29,502.4
108,北醫,護理學系,護理,73.21,457.55
108,北醫,保健營養學系,,74.84,561.3
108,北醫,公共衛生學系,公共衛生,72.83,473.4
108,北醫,醫務管理學系,,80.75,323.0
108,北醫,呼吸治療學系,,69.84,401.6
108,北醫,高齡健康管理學系,,70.33,439.58
108,北醫,牙體技術學系,,76.31,457.88
108,北醫,口腔衛生學系,,72.33,397.8
108,北醫,生物醫學工程學系,生醫工程,77.48,426.15
108,北醫,食品安全學系,,72.1,468.68
109,北醫,醫學系(自費),醫學,86.21,431.05
109,北醫,醫學系(公費),醫學,83.07,415.35
109,北醫,牙醫學系,牙醫,84.0,420.0
109,北醫,藥學系藥學組,藥學,79.38,456.43
109,北醫,藥學系臨床藥學組,藥學,80.58,463.31
109,北醫,醫學檢驗暨生物技術學系,醫檢,77.83,428.08
109,北醫,護理學系,護理,66.5,415.63
109,北醫,保健營養學系,,71.58,536.85
109,北醫,公共衛生學系,公共衛生,70.44,457.85
109,北醫,醫務管理學系,,73.35,293.38
109,北醫,呼吸治療學系,,67.81,389.89
109,北醫,高齡健康管理學系,,64.43,402.7
109,北醫,牙體技術學系,,73.86,443.13
109,北醫,口腔衛生學系,,67.56,371.59
109,北醫,生物醫學工程學系,生醫工程,76.9,422.95
109,北醫,食品安全學系,,67.08,436.0
110,北醫,醫學系(自費),醫學,87.1,435.5
110,北醫,醫學系(公費),醫學,81.98,409.9
110,北醫,牙醫學系,牙醫,83.54,417.7
110,北醫,藥學系藥學組,藥學,80.89,485.34
110,北醫,藥學系臨床藥學組,藥學,81.57,489.43
110,北醫,醫學檢驗暨生物技術學系,醫檢,77.15,424.33
110,北醫,護理學系,護理,68.1,425.65
110,北醫,保健營養學系,,68.6,514.5
110,北醫,公共衛生學系,公共衛生,68.71,446.63
110,北醫,醫務管理學系,,72.88,291.5
110,北醫,呼吸治療學系,,69.12,328.31
110,北醫,高齡健康管理學系,,63.48,380.88
110,北醫,牙體技術學系,,69.22,415.3
110,北醫,口腔衛生學系,,65.26,358.91
110,北醫,生物醫學工程學系,生醫工程,70.37,387.05
110,北醫,食品安全學系,,64.95,422.18
111,北醫,醫學系(自費),醫學,54.6,273.0
111,北醫,醫學系(公費),醫學,52.6,263.0
111,北醫,牙醫學系,牙醫,52.2,261.0
111,北醫,藥學系藥學組,藥學,50.32,314.5
111,北醫,藥學系臨床藥學組,藥學,51.64,322.75
111,北醫,醫學檢驗暨生物技術學系,醫檢,45.73,251.5
111,北醫,護理學系,護理,34.76,217.25
111,北醫,保健營養學系,,36.13,271.0
111,北醫,公共衛生學系,公共衛生,36.46,237.0
111,北醫,醫務管理學系,,39.35,196.75
111,北醫,呼吸治療學系,,36.1,180.5
111,北醫,高齡健康暨長期照護學系,,25.83,155.0
111,北醫,牙體技術學系,,38.96,233.75
111,北醫,口腔衛生學系,,36.33,163.5
111,北醫,生物醫學工程學系,生醫工程,37.64,263.5
111,北醫,食品安全學系,,32.77,213.0
112,北醫,醫學系(自費),醫學,55.8,279.0
112,北醫,醫學系(公費),醫學,55.0,275.0
112,北醫,牙醫學系,牙醫,53.4,267.0
112,北醫,藥學系藥學組,藥學,50.48,315.5
112,北醫,藥學系臨床藥學組,藥學,50.92,318.25
112,北醫,醫學檢驗暨生物技術學系,醫檢,47.36,260.5
112,北醫,護理學系,護理,42.4,212.0
112,北醫,保健營養學系,,38.77,252.0
112,北醫,公共衛生學系,公共衛生,38.36,211.0
112,北醫,醫務管理學系,,41.2,206.0
112,北醫,呼吸治療學系,,44.5,178.0
112,北醫,高齡健康暨長期照護學系,,38.8,194.0
112,北醫,牙體技術學系,,46.25,231.25
112,北醫,口腔衛生學系,,44.86,157.0
112,北醫,生物醫學工程學系,生醫工程,43.36,238.5
112,北醫,食品安全學系,,39.42,236.5
113,北醫,醫學系(自費),醫學,54.8,274.0
113,北醫,醫學系(公費),醫學,52.2,261.0
113,北醫,牙醫學系,牙醫,54.8,274.0
113,北醫,藥學系藥學組,藥學,52.86,370.0
113,北醫,藥學系臨床藥學組,藥學,53.39,373.75
113,北醫,醫學檢驗暨生物技術學系,醫檢,49.18,270.5
113,北醫,護理學系,護理,43.8,219.0
113,北醫,保健營養學系,,43.31,281.5
113,北醫,公共衛生學系,公共衛生,41.36,227.5
113,北醫,醫務管理學系,,40.05,200.25
113,北醫,呼吸治療學系,,46.19,184.75
113,北醫,高齡健康暨長期照護學系,,39.25,157.0
113,北醫,牙體技術學系,,48.7,243.5
113,北醫,口腔衛生學系,,47.29,165.5
113,北醫,生物醫學工程學系,生醫工程,48.25,193.0
113,北醫,食品安全學系,,42.62,277.0
114,北醫,醫學系(自費),醫學,55.6,278.0
114,北醫,醫學系(公費),醫學,53.2,266.0
114,北醫,牙醫學系,牙醫,55.2,276.0
114,北醫,藥學系藥學組,藥學,52.79,369.5
114,北醫,藥學系臨床藥學組,藥學,53.11,371.75
114,北醫,醫學檢驗暨生物技術學系,醫檢,49.64,273.0
114,北醫,護理學系,護理,43.9,219.5
114,北醫,保健營養學系,,42.77,278.0
114,北醫,公共衛生學系,公共衛生,40.59,172.5
114,北醫,醫務管理學系,,39.85,199.25
114,北醫,呼吸治療學系,,46.88,187.5
114,北醫,高齡健康暨長期照護學系,,43.33,130.0
114,北醫,牙體技術學系,,49.8,249.0
114,北醫,口腔衛生學系,,46.33,139.0
114,北醫,生物醫學工程學系,生醫工程,46.75,187.0
114,北醫,食品安全學系,,42.23,274.5
115,北醫,醫學系,醫學,54.2,271.0
115,北醫,牙醫學系,牙醫,54.6,273.0
115,北醫,藥學系藥學組,藥學,52.07,364.5
115,北醫,藥學系臨床藥學組,藥學,52.71,369.0
115,北醫,醫學檢驗暨生物技術學系,醫檢,48.09,264.5
115,北醫,護理學系,護理,46.75,187.0
115,北醫,保健營養學系,,42.23,274.5
115,北醫,公共衛生學系,公共衛生,41.53,176.5
115,北醫,醫務管理學系,,40.15,200.75
115,北醫,呼吸治療學系,,45.5,182.0
115,北醫,高齡健康暨長期照護學系,,44.0,132.0
115,北醫,牙體技術學系,,48.3,241.5
115,北醫,口腔衛生學系,,46.33,139.0
115,北醫,生物醫學工程學系,生醫工程,47.5,190.0
115,北醫,食品安全學系,,41.0,266.5
101,宜蘭大,外國語文學系,外文,63.86,351.25
101,宜蘭大,應用經濟與管理系應用經濟組,經濟,64.59,355.25
101,宜蘭大,應用經濟與管理學系管理組,經濟,64.31,353.7
101,宜蘭大,土木工程學系,土木工程,49.11,343.75
101,宜蘭大,機械與機電工程學系,機械工程,50.81,381.05
101,宜蘭大,化學工程與材料工程學系,化學工程,52.86,343.6
101,宜蘭大,環境工程學系,,51.27,333.25
101,宜蘭大,生物機電工程學系,,52.03,312.15
101,宜蘭大,食品科學系,,55.61,444.9
101,宜蘭大,生物技術與動物科學系,,56.8,397.6
101,宜蘭大,森林暨自然資源學系,,53.65,375.55
101,宜蘭大,園藝學系,,57.08,285.4
101,宜蘭大,電機工程學系,電機工程,58.02,348.1
101,宜蘭大,電子工程學系,電子工程,52.74,263.7
101,宜蘭大,電資學院學士班,,56.45,225.8
101,宜蘭大,休閒產業與健康促進學系,,59.43,386.3
