學年度,學校,系名,科系類型,錄取平均,原始總分
112,中山,劇場藝術學系(女),,43.0,215.0
112,中山,生物科學系,生命科學,40.0,240.0
112,中山,生物科學系英語組,外文,39.48,246.75
112,中山,化學系,化學,41.33,248.0
112,中山,化學系英語組,外文,42.17,253.0
112,中山,物理學系,物理,41.07,287.5
112,中山,物理學系量子科技組(全英),物理,40.59,294.25
112,中山,應用數學系,數學,39.56,178.0
112,中山,應用數學系英語組,數學,38.11,171.5
112,中山,電機工程學系,電機工程,46.25,277.5
112,中山,電機工程學系全英語組,電機工程,44.15,287.0
112,中山,機械與機電工程學系,機械工程,40.93,286.5
112,中山,機械與機電工程學系全英語組,機械工程,41.08,267.0
112,中山,資訊工程學系,資訊工程,46.0,230.0
112,中山,資訊工程學系全英語學士班,資訊工程,45.17,271.0
112,中山,光電工程學系,光電,42.0,252.0
112,中山,光電工程學系全英語組,光電,42.38,275.5
112,中山,材料與光電科學學系甲組,光電,44.4,222.0
112,中山,材料與光電科學學系乙組,光電,46.6,233.0
112,中山,材料與光電科學學系全英語組,光電,43.33,260.0
112,中山,企業管理學系(社會組),企業管理,43.4,217.0
112,中山,企業管理學系(自然組),企業管理,41.0,205.0
112,中山,資訊管理學系,資訊管理,43.0,236.5
112,中山,財務管理學系,,51.25,205.0
112,中山,國際經營管理全英語學士學位學程,外文,45.4,227.0
112,中山,海洋生物科技暨資源學系,,35.64,196.0
112,中山,海洋環境及工程學系,,36.81,193.25
112,中山,海洋科學系,,38.65,164.25
112,中山,政治經濟學系,經濟,42.0,210.0
112,中山,社會學系,社會學,46.0,230.0
112,中山,人文暨科技跨領域學士學位學程,,41.4,155.25
113,中山,中國文學系,中文,45.8,229.0
113,中山,外國語文學系,外文,47.0,258.5
113,中山,音樂學系,,40.54,202.7
113,中山,劇場藝術學系(男),,41.4,207.0
113,中山,劇場藝術學系(女),,44.0,220.0
113,中山,生物科學系,生命科學,42.96,257.75
113,中山,生物科學系英語組,外文,41.8,261.25
113,中山,化學系,化學,44.33,266.0
113,中山,化學系英語組,外文,44.0,264.0
113,中山,物理學系,物理,43.04,301.25
113,中山,物理學系量子科技組(全英),物理,43.21,313.25
113,中山,應用數學系,數學,41.11,185.0
113,中山,應用數學系英語組,數學,40.22,181.0
113,中山,電機工程學系,電機工程,49.5,198.0
113,中山,電機工程學系全英語組,電機工程,46.5,186.0
113,中山,機械與機電工程學系,機械工程,44.78,201.5
113,中山,機械與機電工程學系全英語組,機械工程,43.45,239.0
113,中山,資訊工程學系,資訊工程,47.0,258.5
113,中山,資訊工程學系全英語學士班,資訊工程,46.36,255.0
113,中山,光電工程學系,光電,44.17,265.0
113,中山,光電工程學系全英語組,光電,43.62,283.5
113,中山,材料與光電科學學系甲組,光電,46.0,230.0
113,中山,材料與光電科學學系乙組,光電,49.0,245.0
113,中山,材料與光電科學學系全英語組,光電,45.17,271.0
113,中山,企業管理學系(社會組),企業管理,44.0,220.0
113,中山,企業管理學系(自然組),企業管理,43.4,217.0
113,中山,資訊管理學系,資訊管理,45.27,249.0
113,中山,財務管理學系,,51.5,206.0
113,中山,國際經營管理全英語學士學位學程,外文,46.56,209.5
113,中山,海洋生物科技暨資源學系,,38.82,213.5
113,中山,海洋環境及工程學系,,39.1,205.25
113,中山,海洋科學系,,41.71,177.25
113,中山,政治經濟學系,經濟,41.6,208.0
113,中山,社會學系,社會學,45.0,225.0
113,中山,人文暨科技跨領域學士學位學程,,42.67,128.0
113,中山,生物醫學科技學系全英語學士班生物醫學組,生命科學,42.83,257.0
113,中山,生物醫學科技學系全英語學士班生醫工程組,生醫工程,40.69,264.5
114,中山,中國文學系,中文,44.8,224.0
114,中山,外國語文學系,外文,45.73,251.5
114,中山,音樂學系,,42.0,210.0
114,中山,劇場藝術學系(男),,41.2,206.0
114,中山,劇場藝術學系(女),,42.4,212.0
114,中山,生物科學系,生命科學,42.42,254.5
114,中山,生物科學系英語組,外文,42.12,263.25
114,中山,化學系,化學,45.17,271.0
114,中山,化學系英語組,外文,44.67,268.0
114,中山,物理學系,物理,45.04,315.25
114,中山,物理學系量子科技組(全英),物理,45.03,326.5
114,中山,應用數學系,數學,42.11,189.5
114,中山,應用數學系英語組,數學,42.56,191.5
114,中山,電機工程學系,電機工程,50.5,202.0
114,中山,電機工程學系全英語組,電機工程,48.5,194.0
114,中山,機械與機電工程學系,機械工程,46.89,211.0
114,中山,機械與機電工程學系全英語組,機械工程,46.0,253.0
114,中山,資訊工程學系,資訊工程,47.91,263.5
114,中山,資訊工程學系全英語學士班,資訊工程,47.64,262.0
114,中山,光電工程學系,光電,46.67,280.0
114,中山,光電工程學系全英語組,光電,46.23,300.5
114,中山,材料與光電科學學系甲組,光電,48.0,240.0
114,中山,材料與光電科學學系乙組,光電,51.8,259.0
114,中山,材料與光電科學學系全英語組,光電,47.33,284.0
114,中山,企業管理學系(A組),企業管理,48.8,244.0
114,中山,企業管理學系(B組),企業管理,47.0,235.0
114,中山,資訊管理學系,資訊管理,45.64,251.0
114,中山,財務管理學系,,51.0,204.0
114,中山,國際經營管理全英語學士學位學程,外文,45.44,204.5
114,中山,海洋生物科技暨資源學系,,40.67,122.0
114,中山,海洋環境及工程學系,,42.05,220.75
114,中山,海洋科學系,,42.56,191.5
114,中山,政治經濟學系,經濟,46.3,231.5
114,中山,社會學系,社會學,44.2,221.0
114,中山,人文暨科技跨領域學士學位學程,,44.33,133.0
114,中山,生物醫學科技學系全英語學士班生物醫學組,生命科學,43.08,258.5
114,中山,生物醫學科技學系全英語學士班生醫工程組,生醫工程,41.38,269.0
114,中山,護理學系,護理,40.08,250.5
115,中山,中國文學系,中文,46.0,230.0
115,中山,外國語文學系,外文,47.2,236.0
115,中山,音樂學系,,44.66,223.32
115,中山,劇場藝術學系(男),,41.4,207.0
115,中山,劇場藝術學系(女),,44.4,222.0
115,中山,生物科學系,生命科學,41.92,251.5
115,中山,生物科學系英語組,外文,40.68,254.25
115,中山,化學系,化學,44.08,275.5
115,中山,化學系英語組,外文,43.52,272.0
115,中山,物理學系,物理,43.07,301.5
115,中山,物理學系量子科技組(全英),物理,42.62,309.0
115,中山,應用數學系,數學,39.78,179.0
115,中山,應用數學系英語組,數學,39.11,176.0
115,中山,電機工程學系,電機工程,48.75,195.0
115,中山,電機工程學系英語組,電機工程,46.75,187.0
115,中山,機械與機電工程學系,機械工程,43.44,195.5
115,中山,機械與機電工程學系全英語組,機械工程,44.0,242.0
115,中山,資訊工程學系,資訊工程,44.36,244.0
115,中山,資訊工程學系全英語學士班,資訊工程,44.45,244.5
115,中山,光電工程學系,光電,44.33,266.0
115,中山,光電工程學系全英語組,光電,43.77,284.5
115,中山,材料與光電科學學系甲組,光電,48.6,243.0
115,中山,材料與光電科學學系乙組,光電,47.2,236.0
115,中山,材料與光電科學學系全英語組,光電,45.2,226.0
115,中山,企業管理學系(A組),企業管理,47.2,236.0
115,中山,企業管理學系(B組),企業管理,45.4,227.0
115,中山,資訊管理學系,資訊管理,43.0,236.5
115,中山,財務管理學系,,49.0,196.0
115,中山,國際經營管理全英語學士學位學程,外文,44.67,201.0
115,中山,海洋生物科技暨資源學系,,39.33,118.0
115,中山,海洋環境及工程學系,,38.9,204.25
115,中山,海洋科學系,,40.39,181.75
115,中山,政治經濟學系,經濟,44.5,222.5
115,中山,社會學系,社會學,46.0,230.0
115,中山,人文暨科技跨領域學系,,43.0,129.0
115,中山,生物醫學科技學系全英語學士班生物醫學組,生命科學,41.67,250.0
115,中山,生物醫學科技學系全英語學士班生醫工程組,生醫工程,38.77,252.0
115,中山,護理學系,護理,37.17,213.75
101,長庚,醫學系,醫學,87.55,590.95
101,長庚,中醫學系,中醫,85.4,512.4
101,長庚,護理學系,護理,65.2,391.2
101,長庚,醫學生物技術暨檢驗學系,,75.29,564.65
101,長庚,醫學影像暨放射科學系,,69.43,468.65
101,長庚,物理治療學系,物理治療,73.35,476.75
101,長庚,職能治療學系,職能治療,73.36,476.83
101,長庚,生物醫學系,生命科學,68.35,461.33
101,長庚,呼吸治療學系,,69.69,470.4
101,長庚,電機工程學系系統晶片設計組,電機工程,67.39,353.78
101,長庚,電機工程學系通訊組,電機工程,67.82,356.03
101,長庚,機械工程學系,機械工程,64.44,402.73
101,長庚,化工與材料工程學系,化學工程,68.43,410.6
101,長庚,電子工程學系,電子工程,64.36,370.05
101,長庚,資訊工程學系,資訊工程,65.33,391.95
101,長庚,醫務管理學系(社會組),,74.76,280.35
101,長庚,醫務管理學系(自然組),,68.71,257.65
101,長庚,工商管理學系(社會組),企業管理,74.19,352.38
101,長庚,工商管理學系(自然組),企業管理,62.31,295.98
101,長庚,工業設計學系媒體傳達設計組,,68.96,241.35
101,長庚,工業設計學系產品設計組,,65.5,229.25
101,長庚,資訊管理學系(社會組),資訊管理,69.85,296.88
101,長庚,資訊管理學系(自然組),資訊管理,62.54,265.78
102,長庚,醫學系,醫學,87.61,591.38
102,長庚,中醫學系,中醫,84.47,506.8
102,長庚,護理學系,護理,64.46,386.75
102,長庚,醫學生物技術暨檢驗學系,,74.66,559.95
102,長庚,醫學影像暨放射科學系,,66.68,450.08
102,長庚,物理治療學系,物理治療,72.42,470.75
102,長庚,職能治療學系,職能治療,71.88,467.2
102,長庚,生物醫學系,生命科學,64.97,438.55
102,長庚,呼吸治療學系,,67.57,456.13
102,長庚,電機工程學系系統與晶片設計組,電機工程,60.2,316.05
102,長庚,電機工程學系通訊組,電機工程,60.71,318.73
102,長庚,機械工程學系,機械工程,56.69,354.3
102,長庚,化工與材料工程學系,化學工程,62.42,374.5
102,長庚,電子工程學系,電子工程,55.25,317.7
102,長庚,資訊工程學系,資訊工程,57.34,344.03
102,長庚,醫務管理學系(社會組),,74.03,277.6
102,長庚,醫務管理學系(自然組),,66.0,247.5
102,長庚,工商管理學系(社會組),企業管理,72.44,344.1
102,長庚,工商管理學系(自然組),企業管理,59.77,283.93
102,長庚,工業設計學系媒體與傳達設計組,,65.44,229.05
102,長庚,工業設計學系產品設計組,,62.4,218.4
102,長庚,資訊管理學系(社會組),資訊管理,68.69,291.93
102,長庚,資訊管理學系(自然組),資訊管理,58.89,250.28
103,長庚,醫學系,醫學,86.3,582.5
103,長庚,中醫學系,中醫,83.1,498.6
103,長庚,護理學系,護理,63.58,381.45
103,長庚,醫學生物技術暨檢驗學系,,73.28,439.7
103,長庚,醫學影像暨放射科學系,,66.7,450.25
103,長庚,物理治療學系,物理治療,71.18,462.65
103,長庚,職能治療學系,職能治療,69.75,453.35
103,長庚,生物醫學系,生命科學,63.07,425.73
103,長庚,呼吸治療學系,,66.58,449.4
103,長庚,電機工程學系系統與晶片設計組,電機工程,57.12,299.88
103,長庚,電機工程學系通訊組,電機工程,56.69,297.6
103,長庚,機械工程學系,機械工程,54.73,342.08
103,長庚,化工與材料工程學系,化學工程,61.56,369.38
103,長庚,電子工程學系,電子工程,53.83,309.5
103,長庚,資訊工程學系,資訊工程,56.31,337.85
103,長庚,醫務管理學系(社會組),,75.77,284.15
103,長庚,醫務管理學系(自然組),,61.89,232.1
103,長庚,工商管理學系(社會組),企業管理,73.68,349.98
103,長庚,工商管理學系(自然組),企業管理,54.61,259.38
103,長庚,工業設計學系媒體與傳達設計組,,67.14,235.0
103,長庚,工業設計學系產品設計組,,59.67,208.85
103,長庚,資訊管理學系(社會組),資訊管理,70.69,300.45
103,長庚,資訊管理學系(自然組),資訊管理,56.65,240.75
104,長庚,醫學系,醫學,86.76,477.18
104,長庚,中醫學系,中醫,84.42,464.33
104,長庚,護理學系,護理,57.07,342.4
104,長庚,醫學生物技術暨檢驗學系,,70.34,422.05
104,長庚,醫學影像暨放射科學系,,63.39,364.48
104,長庚,物理治療學系,物理治療,70.31,386.68
104,長庚,職能治療學系,職能治療,68.25,375.4
104,長庚,生物醫學系,生命科學,56.43,324.45
104,長庚,呼吸治療學系,,62.64,360.2
104,長庚,電機工程學系系統與晶片設計組,電機工程,55.24,290.03
104,長庚,電機工程學系通訊組,電機工程,52.28,274.48
104,長庚,機械工程學系,機械工程,48.55,303.43
104,長庚,化工與材料工程學系,化學工程,55.26,331.55
104,長庚,電子工程學系,電子工程,48.34,277.95
104,長庚,資訊工程學系,資訊工程,51.51,309.08
104,長庚,醫務管理學系(社會組),,63.39,237.7
104,長庚,醫務管理學系(自然組),,55.3,207.38
104,長庚,工商管理學系(社會組),企業管理,59.66,208.8
104,長庚,工商管理學系(自然組),企業管理,47.77,167.18
104,長庚,工業設計學系媒體與傳達設計組,,55.47,194.15
104,長庚,工業設計學系產品設計組,,51.06,178.7
104,長庚,資訊管理學系(社會組),資訊管理,57.89,246.03
104,長庚,資訊管理學系(自然組),資訊管理,47.81,203.18
105,長庚,醫學系,醫學,88.31,485.68
105,長庚,醫學系(公費),醫學,86.07,473.38
105,長庚,中醫學系,中醫,82.67,475.38
105,長庚,護理學系,護理,61.07,366.4
105,長庚,醫學生物技術暨檢驗學系,,71.77,430.6
105,長庚,醫學影像暨放射科學系,,66.63,383.13
105,長庚,物理治療學系,物理治療,74.46,409.53
105,長庚,職能治療學系,職能治療,70.95,390.23
105,長庚,生物醫學系,生命科學,57.91,333.0
105,長庚,呼吸治療學系,,64.56,371.2
105,長庚,電機工程學系系統與晶片設計組,電機工程,57.84,303.68
105,長庚,電機工程學系通訊組,電機工程,53.1,278.8
105,長庚,機械工程學系,機械工程,47.31,295.7
105,長庚,化工與材料工程學系,化學工程,55.62,333.73
105,長庚,電子工程學系,電子工程,46.03,264.65
105,長庚,資訊工程學系,資訊工程,51.15,306.88
105,長庚,醫務管理學系(社會組),,68.15,255.55
105,長庚,醫務管理學系(自然組),,58.45,219.2
105,長庚,工商管理學系(社會組),企業管理,63.19,221.15
105,長庚,工商管理學系(自然組),企業管理,46.29,162.0
105,長庚,工業設計學系媒體與傳達設計組,,56.21,196.75
105,長庚,工業設計學系產品設計組,,43.4,151.9
105,長庚,資訊管理學系(社會組),資訊管理,58.81,249.93
105,長庚,資訊管理學系(自然組),資訊管理,50.18,213.25
106,長庚,醫學系,醫學,86.94,434.7
106,長庚,醫學系(公費),醫學,84.62,423.1
106,長庚,中醫學系,中醫,80.98,465.65
106,長庚,護理學系,護理,59.43,356.6
106,長庚,醫學生物技術暨檢驗學系,,69.22,415.3
106,長庚,醫學影像暨放射科學系,,67.81,389.88
106,長庚,物理治療學系,物理治療,74.09,407.5
106,長庚,職能治療學系,職能治療,71.65,394.08
106,長庚,生物醫學系,生命科學,58.27,335.03
106,長庚,呼吸治療學系,,65.23,375.05
106,長庚,電機工程學系系統與晶片設計組,電機工程,58.51,307.18
106,長庚,電機工程學系通訊組,電機工程,55.96,293.78
106,長庚,機械工程學系,機械工程,49.68,310.53
106,長庚,化工與材料工程學系,化學工程,55.96,321.78
106,長庚,電子工程學系,電子工程,48.1,240.5
106,長庚,資訊工程學系,資訊工程,54.54,272.68
106,長庚,醫務管理學系(社會組),,68.56,257.1
106,長庚,醫務管理學系(自然組),,59.28,222.3
106,長庚,工商管理學系(社會組),企業管理,62.54,218.88
106,長庚,工商管理學系(自然組),企業管理,46.1,161.35
106,長庚,工業設計學系(社會組),,40.43,141.5
106,長庚,工業設計學系(自然組),,39.53,138.35
106,長庚,資訊管理學系(社會組),資訊管理,57.24,243.28
106,長庚,資訊管理學系(自然組),資訊管理,49.56,210.65
107,長庚,醫學系(自費),醫學,87.66,438.3
107,長庚,醫學系(公費),醫學,85.06,425.3
107,長庚,中醫學系,中醫,84.64,423.2
107,長庚,護理學系,護理,60.11,360.68
107,長庚,醫學生物技術暨檢驗學系,,69.3,415.8
107,長庚,醫學影像暨放射科學系,,65.8,378.36
107,長庚,物理治療學系,物理治療,72.67,399.7
107,長庚,職能治療學系,職能治療,69.29,381.1
107,長庚,生物醫學系,生命科學,55.1,316.84
107,長庚,呼吸治療學系,,63.17,363.2
107,長庚,電機工程學系系統與晶片設計組,電機工程,62.05,325.78
107,長庚,電機工程學系通訊組,電機工程,60.3,316.55
107,長庚,機械工程學系,機械工程,54.62,341.4
107,長庚,化工與材料工程學系,化學工程,58.61,336.99
107,長庚,電子工程學系,電子工程,53.16,265.8
107,長庚,資訊工程學系,資訊工程,59.88,299.39
107,長庚,醫務管理學系(社會組),,70.93,265.98
107,長庚,醫務管理學系(自然組),,63.38,237.68
107,長庚,工商管理學系(社會組),企業管理,62.67,219.34
107,長庚,工商管理學系(自然組),企業管理,52.14,182.5
107,長庚,工業設計學系(社會組),,55.96,209.85
107,長庚,工業設計學系(自然組),,50.87,203.48
107,長庚,資訊管理學系(社會組),資訊管理,61.02,259.33
107,長庚,資訊管理學系(自然組),資訊管理,58.16,247.18
108,長庚,醫學系(自費),醫學,86.35,431.75
108,長庚,醫學系(公費),醫學,83.8,419.0
108,長庚,中醫學系,中醫,85.96,429.8
108,長庚,護理學系,護理,66.37,398.23
108,長庚,醫學生物技術暨檢驗學系,,74.03,444.15
108,長庚,醫學影像暨放射科學系,,67.15,386.11
108,長庚,物理治療學系,物理治療,73.85,406.16
108,長庚,職能治療學系,職能治療,71.71,394.4
108,長庚,生物醫學系,生命科學,62.05,356.8
108,長庚,呼吸治療學系,,65.77,378.16
108,長庚,電機工程學系,電機工程,61.95,325.23
108,長庚,機械工程學系,機械工程,58.14,363.35
108,長庚,化工與材料工程學系,化學工程,61.5,353.61
108,長庚,電子工程學系,電子工程,58.51,292.55
108,長庚,資訊工程學系,資訊工程,61.58,307.9
108,長庚,醫務管理學系(社會組),,77.05,288.95
108,長庚,醫務管理學系(自然組),,66.63,249.85
108,長庚,工商管理學系(社會組),企業管理,68.08,238.28
108,長庚,工商管理學系(自然組),企業管理,59.71,208.99
108,長庚,工業設計學系(社會組),,65.33,261.33
108,長庚,工業設計學系(自然組),,56.95,227.78
108,長庚,資訊管理學系(社會組),資訊管理,69.91,297.13
108,長庚,資訊管理學系(自然組),資訊管理,64.33,273.4
109,長庚,醫學系(自費),醫學,85.71,428.55
109,長庚,醫學系(公費),醫學,82.95,414.75
109,長庚,中醫學系,中醫,83.03,415.15
109,長庚,護理學系,護理,57.93,347.55
109,長庚,醫學生物技術暨檢驗學系,,70.27,421.6
109,長庚,醫學影像暨放射科學系,,63.04,362.5
109,長庚,物理治療學系,物理治療,76.24,304.95
109,長庚,職能治療學系,職能治療,67.34,370.39
109,長庚,生物醫學系,生命科學,59.22,340.54
109,長庚,呼吸治療學系,,72.51,253.78
109,長庚,電機工程學系,電機工程,54.95,288.5
109,長庚,機械工程學系,機械工程,49.33,308.29
109,長庚,化工與材料工程學系,化學工程,55.67,320.11
109,長庚,電子工程學系,電子工程,50.07,250.35
109,長庚,資訊工程學系,資訊工程,53.58,267.89
109,長庚,人工智慧學士學位學程,,56.8,269.81
109,長庚,醫務管理學系(社會組),,65.89,247.08
109,長庚,醫務管理學系(自然組),,57.73,216.5
109,長庚,工商管理學系(社會組),企業管理,52.92,185.21
109,長庚,工商管理學系(自然組),企業管理,44.45,155.56
109,長庚,工業設計學系(社會組),,52.15,208.6
109,長庚,工業設計學系(自然組),,43.69,174.75
109,長庚,資訊管理學系(社會組),資訊管理,57.55,244.58
109,長庚,資訊管理學系(自然組),資訊管理,55.28,234.93
110,長庚,醫學系(自費),醫學,86.02,430.1
110,長庚,醫學系(公費),醫學,81.9,409.5
110,長庚,中醫學系,中醫,83.82,419.1
110,長庚,護理學系,護理,58.66,351.95
110,長庚,醫學生物技術暨檢驗學系,,68.36,410.15
110,長庚,醫學影像暨放射科學系,,58.69,337.48
110,長庚,物理治療學系,物理治療,72.04,288.15
110,長庚,職能治療學系,職能治療,65.75,361.65
110,長庚,生物醫學系,生命科學,55.88,321.3
110,長庚,呼吸治療學系,,73.59,257.55
110,長庚,電機工程學系,電機工程,51.92,272.59
110,長庚,機械工程學系,機械工程,36.03,225.19
110,長庚,化工與材料工程學系,化學工程,48.99,281.7
110,長庚,電子工程學系,電子工程,41.93,209.65
110,長庚,資訊工程學系,資訊工程,48.97,257.08
110,長庚,人工智慧學士學位學程,,49.07,233.1
110,長庚,醫務管理學系(社會組),,68.83,258.13
110,長庚,醫務管理學系(自然組),,57.25,214.7
110,長庚,工商管理學系(社會組),企業管理,50.27,175.96
110,長庚,工商管理學系(自然組),企業管理,42.23,147.8
110,長庚,工業設計學系(社會組),,45.1,180.4
110,長庚,工業設計學系(自然組),,39.15,156.6
110,長庚,資訊管理學系(社會組),資訊管理,56.07,238.28
110,長庚,資訊管理學系(自然組),資訊管理,48.75,207.18
111,長庚,醫學系(自費),醫學,53.0,265.0
111,長庚,醫學系(公費),醫學,50.2,251.0
111,長庚,中醫學系,中醫,53.6,268.0
111,長庚,護理學系,護理,24.2,121.0
111,長庚,醫學生物技術暨檢驗學系,,37.2,186.0
111,長庚,醫學影像暨放射科學系,,31.65,182.0
111,長庚,物理治療學系,物理治療,41.38,217.25
111,長庚,職能治療學系,職能治療,32.95,181.25
111,長庚,生物醫學系,生命科學,23.65,136.0
111,長庚,呼吸治療學系,,36.43,127.5
111,長庚,電機工程學系,電機工程,31.14,163.5
111,長庚,機械工程學系,機械工程,18.8,117.5
111,長庚,化工與材料工程學系,化學工程,27.4,137.0
111,長庚,電子工程學系,電子工程,21.0,105.0
111,長庚,資訊工程學系,資訊工程,28.75,115.0
111,長庚,人工智慧學士學位學程,,21.0,84.0
111,長庚,生物醫學工程學系,生醫工程,34.63,138.5
111,長庚,醫務管理學系,,30.86,108.0
111,長庚,工商管理學系(數智商務組),企業管理,26.33,79.0
111,長庚,工商管理學系(工業管理組),企業管理,14.67,44.0
111,長庚,工業設計學系(社會組),,19.43,68.0
111,長庚,工業設計學系(自然組),,23.0,80.5
111,長庚,資訊管理學系(數據分析與創新組),資訊管理,26.6,99.75
111,長庚,資訊管理學系(數位金融科技組),資訊管理,17.88,76.0
112,長庚,醫學系(自費),醫學,53.8,269.0
112,長庚,醫學系(公費),醫學,50.8,254.0
112,長庚,中醫學系,中醫,52.2,261.0
112,長庚,護理學系,護理,38.2,191.0
112,長庚,醫學生物技術暨檢驗學系,,41.3,206.5
112,長庚,醫學影像暨放射科學系,,36.13,207.75
112,長庚,物理治療學系,物理治療,45.81,240.5
112,長庚,職能治療學系,職能治療,49.65,211.0
112,長庚,生物醫學系,生命科學,32.43,186.5
112,長庚,呼吸治療學系,,42.14,147.5
112,長庚,電機工程學系,電機工程,37.86,198.75
112,長庚,機械工程學系,機械工程,30.46,99.0
112,長庚,化工與材料工程學系,化學工程,33.0,132.0
112,長庚,電子工程學系,電子工程,31.0,124.0
112,長庚,資訊工程學系,資訊工程,37.25,149.0
112,長庚,生物醫學工程學系,生醫工程,36.41,154.75
112,長庚,人工智慧學系,,29.21,138.75
112,長庚,醫務管理學系,,35.86,125.5
112,長庚,工商管理學系(數智商務組),企業管理,28.0,84.0
112,長庚,工商管理學系(工商創業組),企業管理,22.67,68.0
112,長庚,工業設計學系,,27.56,124.0
112,長庚,資訊管理學系,資訊管理,32.93,123.5
112,長庚,數位金融科技學系(甲組),財務金融,35.0,192.5
112,長庚,數位金融科技學系(乙組),財務金融,26.09,143.5
113,長庚,醫學系(自費),醫學,54.6,273.0
113,長庚,醫學系(公費),醫學,52.0,260.0
113,長庚,中醫學系,中醫,54.4,272.0
113,長庚,護理學系,護理,40.0,200.0
113,長庚,醫學生物技術暨檢驗學系,,44.1,220.5
113,長庚,醫學影像暨放射科學系,,38.22,219.75
113,長庚,物理治療學系,物理治療,46.71,245.25
113,長庚,職能治療學系,職能治療,50.4,189.0
113,長庚,生物醫學系,生命科學,36.13,289.0
113,長庚,呼吸治療學系,,43.43,152.0
113,長庚,電機工程學系,電機工程,39.71,208.5
113,長庚,機械工程學系,機械工程,33.62,109.25
113,長庚,化工與材料工程學系,化學工程,37.0,148.0
113,長庚,電子工程學系,電子工程,35.75,143.0
113,長庚,資訊工程學系,資訊工程,39.5,158.0
113,長庚,生物醫學工程學系,生醫工程,37.88,161.0
113,長庚,人工智慧學系,,38.14,133.5
113,長庚,醫務管理學系,,36.43,127.5
113,長庚,工商管理學系(數智商務組),企業管理,27.0,108.0
113,長庚,工商管理學系(工商創業組),企業管理,25.25,101.0
113,長庚,工業設計學系,,29.0,116.0
113,長庚,資訊管理學系,資訊管理,34.53,146.75
113,長庚,數位金融科技學系(甲組),財務金融,38.2,191.0
113,長庚,數位金融科技學系(乙組),財務金融,30.5,122.0
114,長庚,醫學系(自費),醫學,54.8,274.0
114,長庚,醫學系(公費),醫學,53.0,265.0
114,長庚,中醫學系,中醫,53.8,269.0
114,長庚,護理學系,護理,40.88,163.5
114,長庚,醫學生物技術暨檢驗學系,,46.0,184.0
114,長庚,醫學影像暨放射科學系,,38.61,222.0
114,長庚,物理治療學系,物理治療,49.58,235.5
114,長庚,職能治療學系,職能治療,50.76,215.75
114,長庚,生物醫學系,生命科學,36.63,293.0
114,長庚,呼吸治療學系,,42.71,149.5
114,長庚,電機工程學系,電機工程,41.25,165.0
114,長庚,機械工程學系,機械工程,35.69,116.0
114,長庚,化工與材料工程學系(化學工程組),化學工程,38.6,193.0
114,長庚,化工與材料工程學系(材料工程組),化學工程,38.6,193.0
114,長庚,電子工程學系,電子工程,37.5,150.0
114,長庚,資訊工程學系,資訊工程,39.75,159.0
114,長庚,生物醫學工程學系,生醫工程,38.53,163.75
114,長庚,人工智慧學系,,38.29,134.0
114,長庚,醫務管理學系,,36.86,129.0
114,長庚,工商管理學系,企業管理,27.25,109.0
114,長庚,工業設計學系,,29.25,117.0
114,長庚,資訊管理學系,資訊管理,36.78,165.5
114,長庚,數位金融科技學系(甲組),財務金融,35.25,141.0
114,長庚,數位金融科技學系(乙組),財務金融,33.0,132.0
115,長庚,醫學系,醫學,53.8,269.0
115,長庚,中醫學系,中醫,53.2,266.0
115,長庚,護理學系,護理,38.38,153.5
115,長庚,醫學生物技術暨檢驗學系,,44.88,179.5
115,長庚,醫學影像暨放射科學系,,37.09,213.25
115,長庚,物理治療學系,物理治療,48.75,243.75
115,長庚,職能治療學系,職能治療,49.35,209.75
115,長庚,生物醫學系,生命科學,36.13,289.0
115,長庚,呼吸治療學系,,41.14,144.0
115,長庚,電機工程學系,電機工程,40.75,163.0
115,長庚,機械工程學系,機械工程,35.67,107.0
115,長庚,化工與材料工程學系(化學工程組),化學工程,37.4,187.0
115,長庚,化工與材料工程學系(材料工程組),化學工程,38.2,191.0
115,長庚,電子工程學系,電子工程,36.5,146.0
115,長庚,資訊工程學系,資訊工程,37.75,151.0
115,長庚,生物醫學工程學系,生醫工程,34.41,146.25
115,長庚,生物醫學工程學系(國際雙聯組),生醫工程,48.67,146.0
115,長庚,人工智慧學系,,37.33,112.0
115,長庚,醫務管理學系,,34.29,120.0
115,長庚,工商管理學系,企業管理,27.5,110.0
115,長庚,工業設計學系,,31.75,127.0
115,長庚,資訊管理學系,資訊管理,36.67,165.0
115,長庚,數位金融科技學系,財務金融,29.8,149.0
101,中教大,教育學系,,66.05,346.75
101,中教大,幼兒教育學系,,61.33,352.63
101,中教大,數學教育學系,數學,56.79,397.5
101,中教大,區域與社會發展學系,,71.71,573.7
101,中教大,語文教育學系,,63.15,410.5
101,中教大,特殊教育學系,,62.63,407.1
101,中教大,國際企業學系,國際企業,71.76,502.3
101,中教大,美術學系,,59.05,295.26
101,中教大,音樂學系(自費),,64.02,256.08
101,中教大,音樂學系(公費),,82.11,328.44
101,中教大,科學應用與推廣學系,,58.0,464.0
101,中教大,體育學系,,44.55,289.55
101,中教大,臺灣語文學系,,59.36,356.15
101,中教大,數位內容科技學系,,58.42,350.5
101,中教大,資訊工程學系,資訊工程,63.5,365.13
101,中教大,英語學系(自費),外文,69.04,345.2
101,中教大,英語學系(公費),外文,84.42,422.1
101,中教大,諮商與應用心理學系,心理,70.07,402.9
